FID,COD,X,Y
594,PE120413,-1629800.0000000,2252750.0000000
595,PE010111,-1959350.0000000,2846030.0000000
596,PE010605,-1924780.0000000,2823320.0000000
597,PE080306,-1300170.0000000,2098960.0000000
598,PE211203,-1001900.0000000,2085880.0000000
599,PE090301,-1543060.0000000,2119780.0000000
600,PE080705,-1209280.0000000,2007410.0000000
601,PE060107,-2007250.0000000,2741930.0000000
602,PE021305,-1863520.0000000,2564630.0000000
603,PE020301,-1830960.0000000,2548810.0000000
604,PE100501,-1813140.0000000,2490390.0000000
605,PE120603,-1551890.0000000,2306980.0000000
606,PE050408,-1481670.0000000,2201320.0000000
607,PE120414,-1650590.0000000,2254540.0000000
608,PE021306,-1880600.0000000,2556100.0000000
609,PE080706,-1269230.0000000,1987870.0000000
610,PE090506,-1517750.0000000,2166610.0000000
611,PE010606,-1926290.0000000,2845800.0000000
612,PE130304,-1954560.0000000,2763260.0000000
613,PE010507,-1973440.0000000,2833930.0000000
614,PE010508,-1976900.0000000,2855910.0000000
615,PE010706,-2022350.0000000,2866550.0000000
616,PE060108,-2013390.0000000,2752380.0000000
617,PE030611,-1441290.0000000,2096470.0000000
618,PE050203,-1485430.0000000,2080400.0000000
619,PE050611,-1482880.0000000,1966200.0000000
620,PE021307,-1879950.0000000,2560970.0000000
621,PE030409,-1379120.0000000,2041550.0000000
622,PE081208,-1228000.0000000,2085220.0000000
623,PE050506,-1453250.0000000,2112700.0000000
624,PE050405,-1497330.0000000,2152080.0000000
625,PE010509,-1973960.0000000,2860250.0000000
626,PE010510,-1989570.0000000,2865030.0000000
627,PE100605,-1716030.0000000,2543410.0000000
628,PE081304,-1308450.0000000,2129710.0000000
629,PE210301,-1089550.0000000,2048130.0000000
630,PE170203,-1122340.0000000,2209550.0000000
631,PE010112,-1953520.0000000,2834810.0000000
632,PE030705,-1305810.0000000,2013710.0000000
633,PE250107,-1568780.0000000,2637690.0000000
634,PE160703,-1941870.0000000,3025200.0000000
635,PE090110,-1592850.0000000,2171700.0000000
636,PE170201,-1213170.0000000,2233510.0000000
637,PE120208,-1621230.0000000,2238420.0000000
638,PE160505,-1615910.0000000,2875170.0000000
639,PE030505,-1260530.0000000,2036620.0000000
640,PE080604,-1151860.0000000,2007150.0000000
641,PE080904,-1325970.0000000,2158540.0000000
642,PE081305,-1271900.0000000,2117130.0000000
643,PE130905,-1949680.0000000,2693050.0000000
644,PE081209,-1138970.0000000,2092500.0000000
645,PE120804,-1722410.0000000,2296160.0000000
646,PE020606,-1880430.0000000,2517960.0000000
647,PE090205,-1510080.0000000,2149300.0000000
648,PE120415,-1645420.0000000,2263590.0000000
649,PE100105,-1768070.0000000,2444290.0000000
650,PE010511,-1967460.0000000,2824630.0000000
651,PE050204,-1489840.0000000,2071490.0000000
652,PE100606,-1722500.0000000,2525190.0000000
653,PE100311,-1762700.0000000,2503580.0000000
654,PE010607,-1918210.0000000,2853390.0000000
655,PE090111,-1569950.0000000,2180960.0000000
656,PE010113,-1945580.0000000,2817980.0000000
657,PE120209,-1598660.0000000,2287960.0000000
658,PE021009,-1836950.0000000,2519780.0000000
659,PE250104,-1475880.0000000,2599140.0000000
660,PE120416,-1629840.0000000,2262860.0000000
661,PE120417,-1623860.0000000,2264140.0000000
662,PE120210,-1621870.0000000,2252110.0000000
663,PE060110,-1989610.0000000,2734800.0000000
664,PE120699,-1514770.0000000,2285760.0000000
665,PE160106,-1543080.0000000,3257990.0000000
666,PE080914,-1359970.0000000,2291510.0000000
667,PE030706,-1307310.0000000,2021890.0000000
668,PE060307,-1998600.0000000,2803550.0000000
669,PE010608,-1907760.0000000,2831400.0000000
670,PE100506,-1811730.0000000,2509220.0000000
671,PE020305,-1841870.0000000,2543690.0000000
672,PE120211,-1620730.0000000,2246840.0000000
673,PE100803,-1718250.0000000,2457280.0000000
674,PE010114,-1932580.0000000,2860590.0000000
675,PE120418,-1623270.0000000,2284880.0000000
676,PE080307,-1318800.0000000,2098740.0000000
677,PE120419,-1613980.0000000,2307050.0000000
678,PE010115,-1939320.0000000,2813200.0000000
679,PE100507,-1761530.0000000,2528190.0000000
680,PE220910,-1798900.0000000,2842560.0000000
681,PE050906,-1437780.0000000,2008770.0000000
682,PE120805,-1706540.0000000,2281880.0000000
683,PE160704,-1939120.0000000,3141700.0000000
684,PE080204,-1193960.0000000,2035440.0000000
685,PE090112,-1591500.0000000,2188470.0000000
686,PE220101,-1890400.0000000,2915120.0000000
687,PE120420,-1630820.0000000,2256160.0000000
688,PE120421,-1633140.0000000,2256320.0000000
689,PE021308,-1867420.0000000,2566060.0000000
690,PE090710,-1588760.0000000,2204180.0000000
691,PE060905,-2119920.0000000,2961240.0000000
692,PE060111,-1993460.0000000,2744200.0000000
693,PE160107,-1625680.0000000,3348250.0000000
694,PE160301,-1568700.0000000,3095890.0000000
695,PE250304,-1625820.0000000,2620480.0000000
696,PE010401,-1985770.0000000,3006920.0000000
697,PE190105,-1708920.0000000,2367620.0000000
698,PE220804,-1910310.0000000,2893180.0000000
699,PE250106,-1627450.0000000,2674310.0000000
700,PE120212,-1617270.0000000,2251650.0000000
701,PE090113,-1589490.0000000,2160670.0000000
702,PE221002,-1752420.0000000,2620350.0000000
703,PE210806,-1107960.0000000,2012250.0000000
704,PE101106,-1786790.0000000,2469120.0000000
705,PE010512,-1999050.0000000,2851640.0000000
706,PE030605,-1411780.0000000,2085800.0000000
707,PE080905,-1296690.0000000,2163400.0000000
708,PE081210,-1175680.0000000,2084300.0000000
709,PE080804,-1150330.0000000,1924930.0000000
710,PE050106,-1452620.0000000,2095150.0000000
711,PE010513,-1991620.0000000,2838640.0000000
712,PE210308,-1099460.0000000,2083600.0000000
713,PE081306,-1288930.0000000,2127290.0000000
714,PE010116,-1942180.0000000,2882310.0000000
715,PE020108,-1863070.0000000,2483820.0000000
716,PE081006,-1225520.0000000,2028500.0000000
717,PE010609,-1902490.0000000,2842460.0000000
718,PE130807,-1851220.0000000,2645680.0000000
719,PE030606,-1426370.0000000,2094920.0000000
720,PE040409,-1264400.0000000,1912850.0000000
721,PE120213,-1617720.0000000,2241820.0000000
722,PE050511,-1400170.0000000,2105210.0000000
723,PE030305,-1299150.0000000,1988460.0000000
724,PE081211,-1230810.0000000,2093150.0000000
725,PE060308,-1970950.0000000,2760980.0000000
726,PE190301,-1637470.0000000,2391220.0000000
727,PE120422,-1642180.0000000,2272770.0000000
728,PE200206,-2173650.0000000,2972250.0000000
729,PE050107,-1490800.0000000,2130570.0000000
730,PE081007,-1244520.0000000,2069700.0000000
731,PE060413,-2014610.0000000,2814740.0000000
732,PE120423,-1640410.0000000,2250410.0000000
733,PE120806,-1693970.0000000,2295170.0000000
734,PE030306,-1348480.0000000,2009300.0000000
735,PE090510,-1520660.0000000,2190650.0000000
736,PE100313,-1804420.0000000,2482500.0000000
737,PE220604,-1861480.0000000,2783860.0000000
738,PE030208,-1370870.0000000,2085970.0000000
739,PE030209,-1388920.0000000,2077230.0000000
740,PE250301,-1684950.0000000,2585360.0000000
741,PE160603,-1619710.0000000,2707060.0000000
742,PE050907,-1421850.0000000,2026600.0000000
743,PE220605,-1812880.0000000,2750390.0000000
744,PE090114,-1573170.0000000,2166680.0000000
745,PE120706,-1643990.0000000,2314440.0000000
746,PE120707,-1673350.0000000,2316770.0000000
747,PE190304,-1632170.0000000,2439140.0000000
748,PE190106,-1733700.0000000,2407150.0000000
749,PE080805,-1146910.0000000,1946010.0000000
750,PE120605,-1572810.0000000,2310560.0000000
751,PE160604,-1718990.0000000,2761870.0000000
752,PE030210,-1399440.0000000,1995960.0000000
753,PE080506,-1190240.0000000,2030980.0000000
754,PE101107,-1790370.0000000,2475660.0000000
755,PE021509,-1928260.0000000,2644370.0000000
756,PE090701,-1562270.0000000,2192800.0000000
757,PE100801,-1699250.0000000,2442000.0000000
758,PE120424,-1638340.0000000,2265800.0000000
759,PE220911,-1716920.0000000,2880950.0000000
760,PE050205,-1537220.0000000,2079290.0000000
761,PE120425,-1641860.0000000,2257070.0000000
762,PE130808,-1898980.0000000,2664220.0000000
763,PE220805,-1941510.0000000,2911430.0000000
764,PE120124,-1570510.0000000,2249190.0000000
765,PE160302,-1645160.0000000,3022380.0000000
766,PE021603,-1878630.0000000,2596520.0000000
767,PE081001,-1236420.0000000,2075170.0000000
768,PE160705,-1850200.0000000,3085590.0000000
769,PE211204,-1000520.0000000,2024840.0000000
770,PE030707,-1325460.0000000,2010440.0000000
771,PE130809,-1910970.0000000,2692250.0000000
772,PE190204,-1752320.0000000,2414390.0000000
773,PE090206,-1546220.0000000,2163200.0000000
774,PE090507,-1526850.0000000,2182740.0000000
775,PE081101,-1199340.0000000,2126890.0000000
776,PE190107,-1678910.0000000,2374560.0000000
777,PE021010,-1816890.0000000,2542530.0000000
778,PE090711,-1583180.0000000,2217070.0000000
779,PE160402,-1339080.0000000,3227200.0000000
780,PE061001,-1979270.0000000,2729610.0000000
781,PE120302,-1602890.0000000,2361660.0000000
782,PE211205,-997485.0000000,2052890.0000000
783,PE130810,-1897850.0000000,2675590.0000000
784,PE120303,-1579980.0000000,2354250.0000000
785,PE080910,-1453910.0000000,2212630.0000000
786,PE080806,-1174950.0000000,1970210.0000000
787,PE030107,-1358210.0000000,2058450.0000000
788,PE090722,-1573870.0000000,2222600.0000000
789,PE220701,-1784100.0000000,2792960.0000000
790,PE090115,-1587580.0000000,2194620.0000000
791,PE120125,-1609110.0000000,2234430.0000000
792,PE100111,-1741510.0000000,2449780.0000000
793,PE081008,-1225210.0000000,2047500.0000000
794,PE220704,-1779450.0000000,2813790.0000000
795,PE090607,-1561390.0000000,2082810.0000000
796,PE060606,-2061330.0000000,2860910.0000000
797,PE100404,-1832400.0000000,2567630.0000000
798,PE220506,-1835500.0000000,2877760.0000000
799,PE060414,-2028160.0000000,2852390.0000000
800,PE080405,-1234510.0000000,2114110.0000000
801,PE021301,-1870900.0000000,2569160.0000000
802,PE220404,-1838160.0000000,2781440.0000000
803,PE010514,-1981430.0000000,2825410.0000000
804,PE080605,-1162440.0000000,2062160.0000000
805,PE030410,-1359680.0000000,2007750.0000000
806,PE221003,-1821920.0000000,2670450.0000000
807,PE021601,-1888280.0000000,2575280.0000000
808,PE120426,-1659720.0000000,2276710.0000000
809,PE080205,-1209420.0000000,2039660.0000000
810,PE030211,-1402890.0000000,2018660.0000000
811,PE090207,-1523000.0000000,2149540.0000000
812,PE060807,-2110700.0000000,2876580.0000000
813,PE021011,-1825230.0000000,2519320.0000000
814,PE080103,-1257890.0000000,2099310.0000000
815,PE220806,-1887920.0000000,2891450.0000000
816,PE190305,-1666360.0000000,2447210.0000000
817,PE030708,-1294460.0000000,2027700.0000000
818,PE010515,-2006080.0000000,2841180.0000000
819,PE220705,-1789020.0000000,2806380.0000000
820,PE050411,-1514330.0000000,2210270.0000000
821,PE060808,-2100590.0000000,2859430.0000000
822,PE120126,-1591440.0000000,2221000.0000000
823,PE100607,-1736040.0000000,2617770.0000000
824,PE080308,-1263400.0000000,2100850.0000000
825,PE100609,-1723100.0000000,2560570.0000000
826,PE190306,-1562100.0000000,2425630.0000000
827,PE100901,-1609770.0000000,2548760.0000000
828,PE160506,-1641090.0000000,2955360.0000000
829,PE160108,-1504360.0000000,3201670.0000000
830,PE100508,-1808110.0000000,2510560.0000000
831,PE100509,-1813850.0000000,2502920.0000000
832,PE250401,-1237060.0000000,2458390.0000000
833,PE160801,-1439480.0000000,3324660.0000000
834,PE040806,-1296850.0000000,1930630.0000000
835,PE080507,-1192750.0000000,2005010.0000000
836,PE080906,-1309220.0000000,2209270.0000000
837,PE050901,-1436380.0000000,2027330.0000000
838,PE060607,-2094900.0000000,2842570.0000000
839,PE060415,-2092860.0000000,2825400.0000000
840,PE101004,-1801940.0000000,2426390.0000000
841,PE211206,-970867.0000000,2008610.0000000
842,PE021907,-1893750.0000000,2619300.0000000
843,PE090719,-1549060.0000000,2192210.0000000
844,PE120127,-1610840.0000000,2257370.0000000
845,PE120128,-1601730.0000000,2254100.0000000
846,PE010117,-1942480.0000000,2871110.0000000
847,PE080707,-1266790.0000000,1997880.0000000
848,PE050108,-1480560.0000000,2130620.0000000
849,PE021604,-1871930.0000000,2587150.0000000
850,PE081212,-1202160.0000000,2068750.0000000
851,PE090713,-1555650.0000000,2216560.0000000
852,PE100106,-1758470.0000000,2467410.0000000
853,PE100316,-1790540.0000000,2497220.0000000
854,PE021908,-1913030.0000000,2610400.0000000
855,PE021012,-1833450.0000000,2517450.0000000
856,PE160401,-1211100.0000000,3209920.0000000
857,PE030608,-1419340.0000000,2080350.0000000
858,PE021013,-1803820.0000000,2530260.0000000
859,PE250201,-1432570.0000000,2417990.0000000
860,PE010308,-1954500.0000000,2888600.0000000
861,PE160501,-1534020.0000000,3000860.0000000
862,PE120427,-1636140.0000000,2287480.0000000
863,PE120607,-1560290.0000000,2347260.0000000
864,PE010403,-1994540.0000000,3120390.0000000
865,PE120608,-1463060.0000000,2307590.0000000
866,PE220801,-1890840.0000000,2880390.0000000
867,PE100317,-1804310.0000000,2469030.0000000
868,PE090721,-1523310.0000000,2221270.0000000
869,PE030609,-1422470.0000000,2090660.0000000
870,PE080206,-1226480.0000000,2068940.0000000
871,PE101005,-1789190.0000000,2452750.0000000
872,PE160802,-1570080.0000000,3412610.0000000
873,PE090208,-1532670.0000000,2162300.0000000
874,PE220507,-1805740.0000000,2849020.0000000
875,PE100601,-1732820.0000000,2547180.0000000
876,PE030307,-1347560.0000000,1997390.0000000
877,PE220405,-1829470.0000000,2773930.0000000
878,PE050303,-1479840.0000000,2024540.0000000
879,PE140310,-2144250.0000000,2841390.0000000
880,PE090714,-1557950.0000000,2222630.0000000
881,PE090715,-1555590.0000000,2232990.0000000
882,PE060809,-2127030.0000000,2902450.0000000
883,PE050509,-1439410.0000000,2157510.0000000
884,PE120129,-1607700.0000000,2241270.0000000
885,PE060608,-2056390.0000000,2844360.0000000
886,PE030709,-1310240.0000000,2017530.0000000
887,PE220912,-1796400.0000000,2855010.0000000
888,PE090310,-1511440.0000000,2127220.0000000
889,PE030212,-1423220.0000000,2052170.0000000
890,PE100703,-1850060.0000000,2582120.0000000
891,PE010309,-1965100.0000000,2880950.0000000
892,PE010516,-1973180.0000000,2870170.0000000
893,PE220706,-1794510.0000000,2790250.0000000
894,PE060810,-2124510.0000000,2884800.0000000
895,PE220807,-1900730.0000000,2903830.0000000
896,PE100206,-1738610.0000000,2416850.0000000
897,PE101006,-1779170.0000000,2452730.0000000
898,PE190108,-1729660.0000000,2392700.0000000
899,PE100107,-1747290.0000000,2454120.0000000
900,PE010118,-1946120.0000000,2856790.0000000
901,PE010517,-1954290.0000000,2807960.0000000
902,PE210309,-1085920.0000000,2109530.0000000
903,PE220707,-1801290.0000000,2793900.0000000
904,PE060901,-2100420.0000000,2960020.0000000
905,PE010119,-1954250.0000000,2842140.0000000
906,PE010518,-1983230.0000000,2877870.0000000
907,PE030213,-1384090.0000000,2064040.0000000
908,PE080104,-1239160.0000000,2094410.0000000
909,PE120130,-1613750.0000000,2246570.0000000
910,PE060906,-2084150.0000000,2987080.0000000
911,PE120214,-1642250.0000000,2227740.0000000
912,PE220301,-1830720.0000000,2827450.0000000
913,PE050109,-1499900.0000000,2121490.0000000
914,PE060811,-2100370.0000000,2917940.0000000
915,PE021909,-1902070.0000000,2587130.0000000
916,PE050110,-1487160.0000000,2114610.0000000
917,PE160113,-1521880.0000000,3132720.0000000
918,PE030411,-1374070.0000000,2045550.0000000
919,PE060609,-2041640.0000000,2852000.0000000
920,PE120906,-1613260.0000000,2225770.0000000
921,PE120907,-1628910.0000000,2223700.0000000
922,PE010519,-1960110.0000000,2827050.0000000
923,PE020306,-1832950.0000000,2533080.0000000
924,PE211207,-946249.0000000,2041560.0000000
925,PE120428,-1624590.0000000,2256770.0000000
926,PE020701,-1861200.0000000,2543630.0000000
927,PE060610,-2038300.0000000,2841600.0000000
928,PE120304,-1624850.0000000,2370500.0000000
929,PE021014,-1833110.0000000,2486530.0000000
930,PE090716,-1576650.0000000,2234040.0000000
931,PE220303,-1845820.0000000,2846880.0000000
932,PE150722,-1713280.0000000,2249650.0000000
933,PE050501,-1460780.0000000,2135370.0000000
934,PE020608,-1873220.0000000,2514230.0000000
935,PE101007,-1776260.0000000,2416550.0000000
936,PE030214,-1415780.0000000,2032960.0000000
937,PE200306,-2161980.0000000,2920400.0000000
938,PE090508,-1512300.0000000,2159030.0000000
939,PE010601,-1912130.0000000,2845000.0000000
940,PE020702,-1849280.0000000,2554740.0000000
941,PE080606,-1152890.0000000,2032610.0000000
942,PE160404,-1265610.0000000,3185090.0000000
943,PE220205,-1813370.0000000,2803870.0000000
944,PE100113,-1708930.0000000,2491080.0000000
945,PE080607,-1178230.0000000,2029090.0000000
946,PE030108,-1338440.0000000,2094180.0000000
947,PE120708,-1675920.0000000,2333270.0000000
948,PE021015,-1823450.0000000,2505990.0000000
949,PE100108,-1756020.0000000,2443870.0000000
950,PE120429,-1637640.0000000,2269140.0000000
951,PE090509,-1513240.0000000,2179660.0000000
952,PE050908,-1411080.0000000,1996360.0000000
953,PE050618,-1504650.0000000,1986750.0000000
954,PE190205,-1764010.0000000,2404530.0000000
955,PE211210,-955663.0000000,2115140.0000000
956,PE100207,-1721530.0000000,2419070.0000000
957,PE220206,-1801200.0000000,2784140.0000000
958,PE120305,-1635260.0000000,2333650.0000000
959,PE220508,-1815870.0000000,2874780.0000000
960,PE080406,-1230060.0000000,2103070.0000000
961,PE050909,-1427470.0000000,2029470.0000000
962,PE080105,-1245460.0000000,2096690.0000000
963,PE130906,-1973540.0000000,2678040.0000000
964,PE030412,-1386620.0000000,1992880.0000000
965,PE050301,-1514630.0000000,2019260.0000000
966,PE211201,-980492.0000000,2028190.0000000
967,PE080207,-1204780.0000000,2051490.0000000
968,PE120132,-1609450.0000000,2245490.0000000
969,PE080901,-1336970.0000000,2164590.0000000
970,PE090411,-1584310.0000000,2117490.0000000
971,PE050620,-1446530.0000000,2000340.0000000
972,PE190206,-1740640.0000000,2399940.0000000
973,PE120807,-1736260.0000000,2318310.0000000
974,PE010520,-1987760.0000000,2871470.0000000
975,PE060611,-2068830.0000000,2856000.0000000
976,PE160210,-1735790.0000000,2944290.0000000
977,PE030215,-1412970.0000000,2067860.0000000
978,PE100109,-1747860.0000000,2477190.0000000
979,PE010610,-1913200.0000000,2835640.0000000
980,PE030710,-1316340.0000000,2022740.0000000
981,PE050507,-1447580.0000000,2167750.0000000
982,PE060812,-2051780.0000000,2934030.0000000
983,PE220304,-1816380.0000000,2818520.0000000
984,PE100705,-1781060.0000000,2587500.0000000
985,PE120215,-1616680.0000000,2254000.0000000
986,PE120808,-1691950.0000000,2281940.0000000
987,PE080908,-1332350.0000000,2122790.0000000
988,PE080106,-1250600.0000000,2091710.0000000
989,PE130811,-1878460.0000000,2617560.0000000
990,PE050304,-1513770.0000000,2039480.0000000
991,PE050910,-1419710.0000000,2018170.0000000
992,PE050111,-1504400.0000000,2126840.0000000
993,PE090723,-1567470.0000000,2207630.0000000
994,PE050406,-1495970.0000000,2173970.0000000
995,PE120135,-1552290.0000000,2262130.0000000
996,PE100610,-1722280.0000000,2571680.0000000
997,PE060612,-2066880.0000000,2839250.0000000
998,PE010521,-1959060.0000000,2817490.0000000
999,PE060613,-2050770.0000000,2856880.0000000
1000,PE080701,-1264620.0000000,1966510.0000000
1001,PE090311,-1514800.0000000,2117940.0000000
1002,PE120133,-1596320.0000000,2228110.0000000
1003,PE220401,-1844020.0000000,2794860.0000000
1004,PE160507,-1486600.0000000,3064050.0000000
1005,PE160605,-1665750.0000000,2869640.0000000
1006,PE051011,-1502470.0000000,2056220.0000000
1007,PE130907,-1939650.0000000,2665470.0000000
1008,PE130908,-1931640.0000000,2703340.0000000
1009,PE120601,-1551070.0000000,2339420.0000000
1010,PE220913,-1773400.0000000,2823490.0000000
1011,PE051107,-1433780.0000000,2061390.0000000
1012,PE120430,-1636150.0000000,2260860.0000000
1013,PE131104,-2004260.0000000,2699660.0000000
1014,PE080107,-1235490.0000000,2095210.0000000
1015,PE090312,-1522850.0000000,2124370.0000000
1016,PE250202,-1361620.0000000,2367540.0000000
1017,PE220708,-1757270.0000000,2786040.0000000
1018,PE220509,-1817680.0000000,2851700.0000000
1019,PE220914,-1775700.0000000,2836060.0000000
1020,PE220305,-1829500.0000000,2837430.0000000
1021,PE020609,-1889780.0000000,2533820.0000000
1022,PE010310,-1985520.0000000,2891120.0000000
1023,PE100321,-1801450.0000000,2476180.0000000
1024,PE221004,-1825220.0000000,2624030.0000000
1025,PE040515,-1189880.0000000,1890340.0000000
1026,PE120134,-1612930.0000000,2237300.0000000
1027,PE021910,-1892810.0000000,2592870.0000000
1028,PE080601,-1153720.0000000,2021130.0000000
1029,PE021901,-1903240.0000000,2601870.0000000
1030,PE100322,-1796330.0000000,2471820.0000000
1031,PE190109,-1747540.0000000,2370940.0000000
1032,PE211005,-958520.0000000,2004290.0000000
1033,PE120431,-1637550.0000000,2243600.0000000
1034,PE100510,-1809030.0000000,2519410.0000000
1035,PE131008,-1929910.0000000,2656860.0000000
1036,PE060204,-1948630.0000000,2716910.0000000
1037,PE050407,-1470960.0000000,2184040.0000000
1038,PE050112,-1494060.0000000,2106360.0000000
1039,PE060614,-2050550.0000000,2837970.0000000
1040,PE010120,-1946520.0000000,2848130.0000000
1041,PE010121,-1953720.0000000,2862190.0000000
1042,PE200307,-2135690.0000000,2926160.0000000
1043,PE200308,-2146470.0000000,2925400.0000000
1044,PE160508,-1509440.0000000,2891740.0000000
1045,PE050911,-1422340.0000000,2003860.0000000
1046,PE030413,-1380560.0000000,2012070.0000000
1047,PE220105,-1871370.0000000,2860870.0000000
1048,PE060309,-1998240.0000000,2771760.0000000
1049,PE060310,-1983430.0000000,2764050.0000000
1050,PE120809,-1687770.0000000,2250820.0000000
1051,PE090717,-1544680.0000000,2228980.0000000
1052,PE080807,-1204610.0000000,1930840.0000000
1053,PE060907,-2120660.0000000,2936920.0000000
1054,PE220510,-1826370.0000000,2852920.0000000
1055,PE060417,-2033680.0000000,2827580.0000000
1056,PE170303,-1009160.0000000,2325640.0000000
1057,PE250203,-1480480.0000000,2483630.0000000
1058,PE030216,-1403610.0000000,2072570.0000000
1059,PE050113,-1479980.0000000,2115870.0000000
1060,PE050508,-1470490.0000000,2148680.0000000
1061,PE030501,-1271840.0000000,2050450.0000000
1062,PE170101,-1086440.0000000,2278270.0000000
1063,PE030109,-1343610.0000000,2083480.0000000
1064,PE151028,-1685570.0000000,2216820.0000000
1065,PE100511,-1791170.0000000,2519910.0000000
1066,PE030414,-1363990.0000000,2021020.0000000
1067,PE160509,-1539470.0000000,2926400.0000000
1068,PE120709,-1645140.0000000,2301480.0000000
1069,PE190207,-1756780.0000000,2405010.0000000
1070,PE220901,-1793900.0000000,2844660.0000000
1071,PE080407,-1241750.0000000,2105380.0000000
1072,PE120701,-1669150.0000000,2296010.0000000
1073,PE130812,-1887010.0000000,2633260.0000000
1074,PE130801,-1867510.0000000,2631570.0000000
1075,PE160211,-1739990.0000000,2907080.0000000
1076,PE160803,-1677260.0000000,3500610.0000000
1077,PE021710,-1863760.0000000,2470550.0000000
1078,PE190110,-1708990.0000000,2394800.0000000
1079,PE160303,-1712890.0000000,3247150.0000000
1080,PE010522,-1967020.0000000,2836980.0000000
1081,PE220709,-1771030.0000000,2793710.0000000
1082,PE220406,-1818230.0000000,2778030.0000000
1083,PE080608,-1184460.0000000,2029460.0000000
1084,PE030415,-1367720.0000000,2043970.0000000
1085,PE090718,-1528800.0000000,2227490.0000000
1086,PE221001,-1791410.0000000,2644260.0000000
1087,PE151030,-1655310.0000000,2216340.0000000
1088,PE030416,-1385120.0000000,2028490.0000000
1089,PE060615,-2054180.0000000,2871090.0000000
1090,PE160110,-1687740.0000000,3419910.0000000
1091,PE010611,-1913690.0000000,2831530.0000000
1092,PE050206,-1513430.0000000,2070610.0000000
1093,PE100904,-1602180.0000000,2582090.0000000
1094,PE120908,-1607470.0000000,2226970.0000000
1095,PE220710,-1763750.0000000,2811660.0000000
1096,PE010523,-1974160.0000000,2861950.0000000
1097,PE160304,-1773850.0000000,3213150.0000000
1098,PE030217,-1400670.0000000,2033500.0000000
1099,PE120432,-1648890.0000000,2269370.0000000
1100,PE080508,-1198510.0000000,2029290.0000000
1101,PE030711,-1312900.0000000,2010820.0000000
1102,PE030218,-1403950.0000000,2053770.0000000
1103,PE221005,-1774400.0000000,2636970.0000000
1104,PE130305,-1943640.0000000,2767970.0000000
1105,PE050410,-1479180.0000000,2162540.0000000
1106,PE021016,-1821440.0000000,2537470.0000000
1107,PE130306,-1946820.0000000,2753300.0000000
1108,PE120504,-1667720.0000000,2359120.0000000
1109,PE100804,-1716570.0000000,2472040.0000000
1110,PE030607,-1423940.0000000,2066030.0000000
1111,PE160305,-1722400.0000000,3099380.0000000
1112,PE081201,-1210060.0000000,2081680.0000000
1113,PE130813,-1880170.0000000,2628540.0000000
1114,PE081301,-1269520.0000000,2127890.0000000
1115,PE210310,-1033650.0000000,2042170.0000000
1116,PE060311,-1972950.0000000,2780760.0000000
1117,PE010311,-1962920.0000000,2871780.0000000
1118,PE160606,-1649760.0000000,2810590.0000000
1119,PE080708,-1228370.0000000,1981140.0000000
1120,PE090116,-1605070.0000000,2179160.0000000
1121,PE030712,-1314280.0000000,2028360.0000000
1122,PE080909,-1367450.0000000,2141720.0000000
1123,PE190208,-1753190.0000000,2392080.0000000
1124,PE051012,-1527140.0000000,2058210.0000000
1125,PE051101,-1449440.0000000,2065170.0000000
1126,PE080913,-1413510.0000000,2154210.0000000
1127,PE190307,-1616950.0000000,2395150.0000000
1128,PE080912,-1397590.0000000,2138970.0000000
1129,PE050114,-1511510.0000000,2099540.0000000
1130,PE120136,-1605020.0000000,2221890.0000000
1131,PE030713,-1316510.0000000,2003710.0000000
1132,PE051108,-1462730.0000000,2075680.0000000
1133,PE010612,-1902810.0000000,2864630.0000000
1134,PE120306,-1616200.0000000,2323230.0000000
1135,PE120609,-1495170.0000000,2227800.0000000
1136,PE080108,-1248130.0000000,2096710.0000000
1137,PE100112,-1767180.0000000,2457720.0000000
1138,PE160804,-1237780.0000000,3303840.0000000
1139,PE010312,-1969240.0000000,2933220.0000000
1140,PE010707,-2035440.0000000,2870710.0000000
1141,PE030417,-1367080.0000000,2006270.0000000
1142,PE120909,-1629790.0000000,2208680.0000000
1143,PE190113,-1724950.0000000,2382860.0000000
1144,PE190201,-1766070.0000000,2387580.0000000
1145,PE211208,-948063.0000000,2025670.0000000
1146,PE022008,-1884340.0000000,2549240.0000000
1147,PE080501,-1188630.0000000,2015910.0000000
1148,PE100323,-1793540.0000000,2481130.0000000
1149,PE080408,-1270890.0000000,2179320.0000000
1150,PE220106,-1876570.0000000,2894860.0000000
1151,PE160511,-1470550.0000000,2959410.0000000
1152,PE250105,-1587830.0000000,2668580.0000000
1153,PE100110,-1759480.0000000,2457450.0000000
1154,PE090117,-1555810.0000000,2151450.0000000
1155,PE120433,-1636220.0000000,2273880.0000000
1156,PE120810,-1701890.0000000,2263480.0000000
1157,PE081009,-1243030.0000000,2083360.0000000
1158,PE020703,-1858640.0000000,2554070.0000000
1159,PE120434,-1639380.0000000,2260160.0000000
1160,PE160403,-1337440.0000000,3111870.0000000
1161,PE220808,-1884350.0000000,2870310.0000000
1162,PE081307,-1263010.0000000,2122750.0000000
1163,PE021210,-1913850.0000000,2575520.0000000
1164,PE220809,-1895150.0000000,2895930.0000000
1165,PE160201,-1778860.0000000,2918800.0000000
1166,PE250204,-1361320.0000000,2510180.0000000
1167,PE100905,-1609150.0000000,2508170.0000000
1168,PE220511,-1810790.0000000,2836540.0000000
1169,PE080309,-1279520.0000000,2101730.0000000
