FID,COD,X,Y
2302,BO080304,-757056.0000000,1994920.0000000
2303,BO090201,-800190.0000000,2377560.0000000
2304,BO080703,-525348.0000000,2263940.0000000
2305,BO031205,-497535.0000000,1734880.0000000
2306,BO031401,-591642.0000000,1671720.0000000
2307,BO020604,-896811.0000000,1882190.0000000
2308,BO030901,-643760.0000000,1708780.0000000
2309,BO021002,-748630.0000000,1745980.0000000
2310,BO070904,-397049.0000000,1582780.0000000
2311,BO050402,-559332.0000000,1533330.0000000
2312,BO080301,-738140.0000000,2143600.0000000
2313,BO080201,-646762.0000000,2361670.0000000
2314,BO031001,-612832.0000000,1696100.0000000
2315,BO030404,-586058.0000000,1645600.0000000
2316,BO050701,-640828.0000000,1603840.0000000
2317,BO071302,-469109.0000000,1620980.0000000
2318,BO070901,-378718.0000000,1605900.0000000
2319,BO080602,-427206.0000000,1928440.0000000
2320,BO071104,-191217.0000000,1767870.0000000
2321,BO031403,-596692.0000000,1677440.0000000
2322,BO080302,-703926.0000000,1961160.0000000
2323,BO021502,-805056.0000000,2041930.0000000
2324,BO070402,-381606.0000000,1708320.0000000
2325,BO070301,-103032.0000000,1973830.0000000
2326,BO080501,-585836.0000000,1912500.0000000
2327,BO071102,-255242.0000000,1833100.0000000
2328,BO080102,-459577.0000000,2037020.0000000
2329,BO080701,-509529.0000000,2203160.0000000
2330,BO070501,-42956.1992188,1665290.0000000
2331,BO070404,-407869.0000000,1757350.0000000
2332,BO071103,-287131.0000000,1767920.0000000
2333,BO090302,-722765.0000000,2350680.0000000
2334,BO070302,-129792.0000000,1764290.0000000
2335,BO050501,-601915.0000000,1579540.0000000
2336,BO071005,-369393.0000000,1798050.0000000
2337,BO090202,-701115.0000000,2416570.0000000
2338,BO070303,-14301.2998047,1767960.0000000
2339,BO071105,-248837.0000000,1793560.0000000
2340,BO080702,-480819.0000000,2141360.0000000
2341,BO080401,-622903.0000000,2039770.0000000
2342,BO070101,-303624.0000000,1650250.0000000
2343,BO070602,-392195.0000000,1781110.0000000
2344,BO080303,-697152.0000000,2155110.0000000
2345,BO090401,-775976.0000000,2446530.0000000
2346,BO030702,-630732.0000000,1667340.0000000
2347,BO090503,-656911.0000000,2517390.0000000
2348,BO020902,-798445.0000000,1731370.0000000
2349,BO090303,-778372.0000000,2318440.0000000
2350,BO031602,-541614.0000000,1730290.0000000
2351,BO021301,-773916.0000000,1683860.0000000
2352,BO030703,-642204.0000000,1641640.0000000
2353,BO030902,-648689.0000000,1674790.0000000
2354,BO010403,-453524.0000000,1454410.0000000
2355,BO020601,-873426.0000000,1870020.0000000
2356,BO010101,-527126.0000000,1512990.0000000
2357,BO031404,-586898.0000000,1661620.0000000
2358,BO020603,-878507.0000000,1907460.0000000
2359,BO030602,-670802.0000000,1636320.0000000
2360,BO031101,-674691.0000000,1665790.0000000
2361,BO010601,-492262.0000000,1492810.0000000
2362,BO030401,-614704.0000000,1654290.0000000
2363,BO010202,-455089.0000000,1418330.0000000
2364,BO020608,-792351.0000000,1910360.0000000
2365,BO020606,-829241.0000000,1888010.0000000
2366,BO030903,-630934.0000000,1711930.0000000
2367,BO031601,-560674.0000000,1697500.0000000
2368,BO030802,-600229.0000000,1660000.0000000
2369,BO030803,-609115.0000000,1673650.0000000
2370,BO010402,-450537.0000000,1489540.0000000
2371,BO050502,-575538.0000000,1595770.0000000
2372,BO031201,-521814.0000000,1669970.0000000
2373,BO070802,-416996.0000000,1591930.0000000
2374,BO080101,-482217.0000000,1988880.0000000
2375,BO050201,-657432.0000000,1548490.0000000
2376,BO071502,-312303.0000000,1979750.0000000
2377,BO030502,-566233.0000000,1668070.0000000
2378,BO070801,-396129.0000000,1534860.0000000
2379,BO031302,-573554.0000000,1622680.0000000
2380,BO031405,-584900.0000000,1655660.0000000
2381,BO021006,-734786.0000000,1750930.0000000
2382,BO090502,-651329.0000000,2461190.0000000
2383,BO010304,-474623.0000000,1453410.0000000
2384,BO031402,-593364.0000000,1660180.0000000
2385,BO010801,-431704.0000000,1514360.0000000
2386,BO031003,-569099.0000000,1778420.0000000
2387,BO011001,-379019.0000000,1406580.0000000
2388,BO030904,-647682.0000000,1693440.0000000
2389,BO070201,-311841.0000000,1695880.0000000
2390,BO020903,-752308.0000000,1700510.0000000
2391,BO010602,-507842.0000000,1478110.0000000
2392,BO021103,-796848.0000000,1792530.0000000
2393,BO070403,-445368.0000000,1769070.0000000
2394,BO010301,-470001.0000000,1492760.0000000
